
Провести диагностику смартфона	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 0.981	Другое = 0.019
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), мероприятие(1;1.0;мероприят)
Видео съемка	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;виде съемк), фото-видео съемка(1;1.0;виде съемк), видео(1;1.0;виде), фото-видео съемка(1;1.0;съемк)
Нужен видео-оператор на детский праздник	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;видео-оператор)
Видео-оператор для съёмки пресс-конференций и интервью с журналистом	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	интервью/опрос(1;1.0;интерв), фото-видео съемка(1;1.0;видео-оператор), фото-видео съемка(1;1.0;съемк)
Фотосессия в студии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосесс)
Фотограф на свадебное мероприятие	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), свадьба(1;1.0;свадебн)
Нужен фотограф на юбилей	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на кинопремьеру	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Необходимо провести фотосъемку вещей сегодня 18:00!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Другое = 0.006
	сегодня(1;1.0;сегодн), домашние вещи(1;1.0;вещ), провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Нужно сфотографировать 500 образцов обуви	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.952	Работа = 0.048
	фото-видео съемка(1;1.0;сфотографирова), обувь(1;1.0;обув), модель телефона(1;0.3;500)
Озвучка ролика для АТС	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.887	Другое = 0.113
	видео(1;1.0;ролик)
Видеооператор	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор)
Сфотографировать фото-рецепт напитка Имбирный чай (очень простой)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова)
Нужно сфотографировать несколько стоек с журналами в торговых центрах	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.973	Работа = 0.027
	магазин(1;1.0;торгов центр), фото-видео съемка(1;1.0;сфотографирова), продать(1;1.0;торгов)
Фотосессия для сайта	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.941	Работа = 0.059
	сайт(1;1.0;сайт), фото-видео съемка(1;1.0;фотосесс)
Нужен фотограф на юбилей университета	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Провести детскую фотосессию	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосесс)
Сделать 2-3 качественные фотографии для резюме	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
